서비스관리번호|유효시작일시|유효종료일시|작업조직 ID|작업업체명|작업업체 ID|관리서비스조직상태코드|
7278833483|20170717160752|99991231235959|7000002035|전남서부Home센터|1003002220|10|
7278830641|20170717160752|99991231235959|7000002065|인천남동Home센터|1003002250|10|
7278818055|20170717160753|99991231235959|7000002021|대구서부Home센터|1003002206|10|
7278837487|20170717160755|99991231235959|7000002017|경북북부Home센터|1003002202|10|
7236271699|20170717160757|99991231235959|7000002042|안양Home센터|1003002227|10|
7278842944|20170717160758|99991231235959|7000002061|서수원Home센터|1003002246|10|
7278875285|20170717160800|99991231235959|7000002066|인천서구Home센터|1003002251|10|
7278833484|20170717160803|99991231235959|7000002035|전남서부Home센터|1003002220|10|
7278842945|20170717160804|99991231235959|7000002061|서수원Home센터|1003002246|10|
7278818057|20170717160805|99991231235959|7000002021|대구서부Home센터|1003002206|10|
7278387280|20170717160808|99991231235959|7000002033|여수Home센터|1003002218|10|
7248331257|20170717160817|99991231235959|7000002073|대전북부Home센터|1003002258|10|
7278784997|20170717160820|99991231235959|EP05450000|전주Home고객센터|0002030833|10|
7278819897|20170717160823|99991231235959|7000002044|송파Home센터|1003002229|10|
7240937630|20170701003350|20170717160824|7000002066|인천서구Home센터|1003002251|10|
7240937630|20170717160824|99991231235959|7000002066|인천서구Home센터|1003002251|10|
7265547741|20170717160829|99991231235959|7000002046|구로영등포Home센터|1003002231|10|
7278907566|20170717160830|99991231235959|7000002042|안양Home센터|1003002227|10|
7278519097|20170717160830|99991231235959|7000002067|인천남부Home센터|1003002252|10|
7278907567|20170717160837|99991231235959|7000002042|안양Home센터|1003002227|10|
7278521730|20170717160841|99991231235959|7000002062|평택화성Home센터|1003002247|10|
7278841161|20170717160844|99991231235959|7000002063|성남광주Home센터|1003002248|10|
7266330243|20160405135235|20170717160849|1000198418|제주Home고객센터(1)|1003001458|10|
7236271699|20170701003320|20170717160757|7000002042|안양Home센터|1003002227|10|
7248331257|20170701011104|20170717160817|7000002073|대전북부Home센터|1003002258|10|
7265547741|20170701010001|20170717160829|7000002047|관악Home센터|1003002232|10|
7266330243|20170717160849|99991231235959|1000198418|제주Home고객센터(1)|1003001458|10|
7278927920|20170717160852|99991231235959|7000002047|관악Home센터|1003002232|10|
7278841162|20170717160853|99991231235959|7000002063|성남광주Home센터|1003002248|10|
7278927921|20170717160903|99991231235959|7000002047|관악Home센터|1003002232|10|
7240434793|20170717160906|99991231235959|7000002015|경남김해Home센터|1003002200|10|
7226458858|20170717160926|99991231235959|7000002048|고양Home센터|1003002233|10|
7226458859|20170701011307|20170717160931|7000002048|고양Home센터|1003002233|10|
7278819898|20170717160855|99991231235959|7000002044|송파Home센터|1003002229|10|
7278885187|20170717160906|99991231235959|7000002016|경남중부Home센터|1003002201|10|
7240434793|20170701002055|20170717160906|7000002015|경남김해Home센터|1003002200|10|
7226458858|20170701011307|20170717160926|7000002048|고양Home센터|1003002233|10|
7226458859|20170717160931|99991231235959|7000002048|고양Home센터|1003002233|10|
7278632507|20170717160932|99991231235959|1000189014|마포Home고객센터|1003001192|10|
7278841163|20170717160937|99991231235959|7000002063|성남광주Home센터|1003002248|10|
7278419295|20170717160937|99991231235959|1000189014|마포Home고객센터|1003001192|10|
7227308147|20170717160938|99991231235959|1000198418|제주Home고객센터(1)|1003001458|10|
7278826846|20170717160948|99991231235959|7000002058|분당판교Home센터|1003002243|10|
7225294414|20140905003125|20170717160949|1000198418|제주Home고객센터(1)|1003001458|10|
7278632508|20170717160949|99991231235959|1000189014|마포Home고객센터|1003001192|10|
7225294414|20170717160949|99991231235959|1000198418|제주Home고객센터(1)|1003001458|10|
7227308147|20150109094048|20170717160938|1000198418|제주Home고객센터(1)|1003001458|10|
7278827075|20170717160942|99991231235959|7000002026|부산북부Home센터|1003002211|10|
7260256317|20170701003320|20170717160946|7000002038|익산군산Home센터|1003002223|20|
7278827076|20170717160951|99991231235959|7000002026|부산북부Home센터|1003002211|10|
7278687425|20170717160952|99991231235959|7000002065|인천남동Home센터|1003002250|10|
7278976194|20170717161001|99991231235959|7000002022|경북동부Home센터|1003002207|10|
7278632509|20170717161004|99991231235959|1000189014|마포Home고객센터|1003001192|10|
7278881305|20170717161005|99991231235959|7000002066|인천서구Home센터|1003002251|10|
7240434795|20170717161008|99991231235959|7000002015|경남김해Home센터|1003002200|10|
7278976195|20170717161011|99991231235959|7000002022|경북동부Home센터|1003002207|10|
7229913278|20170701010001|20170717161014|7000002047|관악Home센터|1003002232|20|
7240434795|20170701002055|20170717161008|7000002015|경남김해Home센터|1003002200|10|
7278866953|20170717161015|99991231235959|7000002024|대구남부/구미Home센터|1003002209|10|
7278881307|20170717161022|99991231235959|7000002066|인천서구Home센터|1003002251|10|
7278143974|20170717161035|99991231235959|1000161514|부산서부Home고객센터|1003000854|10|
7261957220|20170717161039|99991231235959|7000002058|분당판교Home센터|1003002243|10|
7274764857|20170717161039|99991231235959|7000002080|충남중부Home센터|1003002265|10|
7278143975|20170717161044|99991231235959|1000161514|부산서부Home고객센터|1003000854|10|
7242671724|20170701012306|20170717161048|7000002057|성북Home센터|1003002242|10|
7260293798|20170701003320|20170717161026|7000002038|익산군산Home센터|1003002223|20|
7265407182|20170701014300|20170717161034|7000002033|여수Home센터|1003002218|20|
7274764857|20170701012615|20170717161039|7000002080|충남중부Home센터|1003002265|10|
7261957220|20170701003320|20170717161039|7000002039|강남Home센터|1003002224|10|
7278594998|20170717161048|99991231235959|7000002039|강남Home센터|1003002224|10|
7242671724|20170717161048|99991231235959|7000002057|성북Home센터|1003002242|10|
7278967676|20170717161048|99991231235959|7000002051|동대문Home센터|1003002236|10|
7278594999|20170717161058|99991231235959|7000002039|강남Home센터|1003002224|10|
7274465261|20170717161100|99991231235959|7000002057|성북Home센터|1003002242|10|
7278921324|20170717161102|99991231235959|7000002040|시흥Home센터|1003002225|10|
7242671725|20170717161110|99991231235959|7000002057|성북Home센터|1003002242|10|
7265407183|20170701014300|20170717161055|7000002033|여수Home센터|1003002218|20|
7274465261|20170701012306|20170717161100|7000002057|성북Home센터|1003002242|10|
7260256318|20170701003320|20170717161102|7000002038|익산군산Home센터|1003002223|20|
7242671725|20170701012306|20170717161110|7000002057|성북Home센터|1003002242|10|
7278821498|20170717161110|99991231235959|7000002059|용인Home센터|1003002244|10|
7278921325|20170717161112|99991231235959|7000002040|시흥Home센터|1003002225|10|
7237478213|20170701002055|20170717161113|7000002016|경남중부Home센터|1003002201|20|
7225326934|20170717161115|99991231235959|7000002058|분당판교Home센터|1003002243|10|
7278872905|20170717161121|99991231235959|7000002057|성북Home센터|1003002242|10|
7278821499|20170717161121|99991231235959|7000002059|용인Home센터|1003002244|10|
7278913345|20170717161122|99991231235959|7000002028|부산동부Home센터|1003002213|10|
7278874601|20170717161128|99991231235959|7000002051|동대문Home센터|1003002236|10|
7114573819|20170701002055|20170717161132|7000002016|경남중부Home센터|1003002201|20|
7225326934|20170701003350|20170717161115|7000002063|성남광주Home센터|1003002248|10|
7239173758|20170717161124|99991231235959|7000002058|분당판교Home센터|1003002243|10|
7239173758|20170701003350|20170717161124|7000002063|성남광주Home센터|1003002248|10|
7129695380|20170701003350|20170717161133|7000002066|인천서구Home센터|1003002251|20|
7278913346|20170717161134|99991231235959|7000002028|부산동부Home센터|1003002213|10|
7278874602|20170717161140|99991231235959|7000002051|동대문Home센터|1003002236|10|
7278530176|20170717161146|99991231235959|7000002056|구리남양주Home센터|1003002241|10|
7278693389|20170717161150|99991231235959|7000002056|구리남양주Home센터|1003002241|10|
7278530177|20170717161153|99991231235959|7000002056|구리남양주Home센터|1003002241|10|
7231873031|20170701002055|20170717161154|7000002016|경남중부Home센터|1003002201|20|
7137228760|20170105162957|20170717161137|EP05350000|강서Home고객센터|0002004689|20|
7129695379|20170701003350|20170717161145|7000002066|인천서구Home센터|1003002251|20|
7101104750|20170701010001|20170717161152|7000002046|구로영등포Home센터|1003002231|20|
7261957221|20170717161154|99991231235959|7000002058|분당판교Home센터|1003002243|10|
7278722104|20170717161158|99991231235959|7000002061|서수원Home센터|1003002246|10|
7278530178|20170717161202|99991231235959|7000002056|구리남양주Home센터|1003002241|10|
7278693390|20170717161203|99991231235959|7000002056|구리남양주Home센터|1003002241|10|
7254342180|20170717161208|99991231235959|EP05350000|강서Home고객센터|0002004689|10|
7278649664|20170717161208|99991231235959|7000002027|경남양산Home센터|1003002212|10|
7115798071|20170105161950|20170717161212|EP05350000|강서Home고객센터|0002004689|20|
7261957221|20170701003320|20170717161154|7000002039|강남Home센터|1003002224|10|
7232287551|20170701011045|20170717161202|7000002024|대구남부/구미Home센터|1003002209|20|
7254342180|20170701010001|20170717161208|7000002047|관악Home센터|1003002232|10|
7127534711|20170701003350|20170717161208|7000002064|부천부평Home센터|1003002249|20|
7266330244|20170717161212|99991231235959|1000198418|제주Home고객센터(1)|1003001458|10|
7278759480|20170717161216|99991231235959|7000002029|울산중부Home센터|1003002214|10|
7273803340|20170717161221|99991231235959|7000002062|평택화성Home센터|1003002247|10|
7278759481|20170717161228|99991231235959|7000002029|울산중부Home센터|1003002214|10|
7273803341|20170717161230|99991231235959|7000002062|평택화성Home센터|1003002247|10|
7138110138|20170717161230|99991231235959|7000002061|서수원Home센터|1003002246|10|
7247261647|20170701011307|20170717161233|7000002051|동대문Home센터|1003002236|20|
7266330244|20160406113827|20170717161212|1000198418|제주Home고객센터(1)|1003001458|10|
7273803340|20170701003320|20170717161221|7000002042|안양Home센터|1003002227|10|
7138110138|20170701012306|20170717161230|7000002057|성북Home센터|1003002242|10|
7273803341|20170701003320|20170717161230|7000002042|안양Home센터|1003002227|10|
7255467609|20170717161244|99991231235959|7000002048|고양Home센터|1003002233|10|
7265010848|20170717161244|99991231235959|7000002069|청주Home센터|1003002254|10|
7226441258|20170701015741|20170717161246|7000002334|서초기업센터|1003002339|20|
7226441257|20170701015741|20170717161247|7000002334|서초기업센터|1003002339|20|
7278823519|20170717161252|99991231235959|7000002075|충남서부Home센터|1003002260|10|
7265010849|20170701012615|20170717161254|7000002081|세종Home센터|1003002266|10|
7236407513|20170701015741|20170717161243|7000002334|서초기업센터|1003002339|20|
7236407512|20170701015741|20170717161244|7000002334|서초기업센터|1003002339|20|
7255467609|20170701003350|20170717161244|7000002066|인천서구Home센터|1003002251|10|
7265010848|20170701012615|20170717161244|7000002081|세종Home센터|1003002266|10|
7236407511|20170701015741|20170717161249|7000002334|서초기업센터|1003002339|20|
7265872339|20170701014300|20170717161252|7000002032|광주북부Home센터|1003002217|20|
7265010849|20170717161254|99991231235959|7000002069|청주Home센터|1003002254|10|
7250956812|20170717161256|99991231235959|7000002014|경남서부Home센터|1003002199|10|
7241853028|20170701010001|20170717161258|7000002046|구로영등포Home센터|1003002231|20|
7278873068|20170717161258|99991231235959|7000002081|세종Home센터|1003002266|10|
7278496207|20170717161302|99991231235959|7000002013|부산사하Home센터|1003002198|10|
7278802227|20170717161303|99991231235959|7000002021|대구서부Home센터|1003002206|10|
7226441256|20170701015741|20170717161305|7000002334|서초기업센터|1003002339|20|
7250956812|20170701002055|20170717161256|7000002014|경남서부Home센터|1003002199|10|
7227737726|20170401005620|20170717161257|1000189014|마포Home고객센터|1003001192|20|
7244028556|20170701002055|20170717161259|7000002016|경남중부Home센터|1003002201|20|
7229913279|20170701010001|20170717161259|7000002047|관악Home센터|1003002232|20|
7278873069|20170717161307|99991231235959|7000002081|세종Home센터|1003002266|10|
7278496208|20170717161308|20170717161308|7000002013|부산사하Home센터|1003002198|10|
7278496208|20170717161308|99991231235959|7000002013|부산사하Home센터|1003002198|10|
7113772886|20170717161310|99991231235959|7000002062|평택화성Home센터|1003002247|10|
7278807743|20170717161311|99991231235959|7000002021|대구서부Home센터|1003002206|10|
7278823520|20170717161312|99991231235959|7000002075|충남서부Home센터|1003002260|10|
7278712699|20170717161314|99991231235959|7000002043|안산Home센터|1003002228|10|
7238713742|20160405123747|20170717161315|EP05350000|강서Home고객센터|0002004689|20|
7236407514|20170701015741|20170717161307|7000002334|서초기업센터|1003002339|20|
7236407509|20170701015741|20170717161308|7000002334|서초기업센터|1003002339|20|
7236407510|20170701015741|20170717161310|7000002334|서초기업센터|1003002339|20|
7113772886|20170701010001|20170717161310|7000002045|금천광명Home센터|1003002230|10|
7236407515|20170701015741|20170717161311|7000002334|서초기업센터|1003002339|20|
7278765971|20170717161316|99991231235959|7000002037|전북서남Home센터|1003002222|10|
7278802229|20170717161319|99991231235959|7000002021|대구서부Home센터|1003002206|10|
7278851399|20170717161320|99991231235959|7000002080|충남중부Home센터|1003002265|10|
7278976268|20170717161325|99991231235959|7000002087|계양김포Home센터|1003002272|10|
7278851400|20170717161333|99991231235959|7000002080|충남중부Home센터|1003002265|10|
7273743461|20170701012615|20170717161335|7000002080|충남중부Home센터|1003002265|10|
7231873033|20170701002055|20170717161321|7000002016|경남중부Home센터|1003002201|20|
7265872340|20170701014300|20170717161322|7000002032|광주북부Home센터|1003002217|20|
7273743461|20170717161335|99991231235959|7000002063|성남광주Home센터|1003002248|10|
7273743462|20170701012615|20170717161342|7000002080|충남중부Home센터|1003002265|10|
7273743462|20170717161342|99991231235959|7000002063|성남광주Home센터|1003002248|10|
7222397135|20170717161356|99991231235959|EP05350000|강서Home고객센터|0002004689|10|
7266548392|20170717161356|99991231235959|7000002018|대구수성Home센터|1003002203|10|
7273736133|20170701014300|20170717161410|7000002033|여수Home센터|1003002218|10|
7278663009|20170711151322|20170717161339|7000002042|안양Home센터|1003002227|20|
7226625941|20170701012306|20170717161346|7000002062|평택화성Home센터|1003002247|20|
7231873032|20170701002055|20170717161348|7000002016|경남중부Home센터|1003002201|20|
7266548392|20170701005946|20170717161356|7000002018|대구수성Home센터|1003002203|10|
7222397135|20140712204139|20170717161356|EP05350000|강서Home고객센터|0002004689|10|
7273736133|20170717161410|99991231235959|7000002033|여수Home센터|1003002218|10|
7213548558|20170717161412|99991231235959|7000002058|분당판교Home센터|1003002243|10|
7252601468|20170701003350|20170717161415|7000002065|인천남동Home센터|1003002250|10|
7252601468|20170717161415|99991231235959|7000002067|인천남부Home센터|1003002252|10|
7244028554|20170701002055|20170717161417|7000002016|경남중부Home센터|1003002201|20|
7249358144|20170717161418|99991231235959|7000002050|성동Home센터|1003002235|10|
7273736134|20170717161420|99991231235959|7000002033|여수Home센터|1003002218|10|
7220363189|20170701003320|20170717161423|7000002042|안양Home센터|1003002227|20|
7213548558|20170701012306|20170717161412|7000002058|분당판교Home센터|1003002243|10|
7258728411|20170701005946|20170717161418|7000002022|경북동부Home센터|1003002207|20|
7249358144|20170701003320|20170717161418|7000002039|강남Home센터|1003002224|10|
7273736134|20170701014300|20170717161420|7000002033|여수Home센터|1003002218|10|
7249358143|20170717161427|99991231235959|7000002050|성동Home센터|1003002235|10|
7278896323|20170717161433|99991231235959|7000002081|세종Home센터|1003002266|10|
7127885938|20170717161438|99991231235959|7000002058|분당판교Home센터|1003002243|10|
7278864762|20170717161440|99991231235959|7000002060|동수원Home센터|1003002245|10|
7278896324|20170717161444|99991231235959|7000002081|세종Home센터|1003002266|10|
7256060131|20170717161446|99991231235959|7000002051|동대문Home센터|1003002236|10|
7256060131|20170701011307|20170717161446|7000002051|동대문Home센터|1003002236|10|
7249358143|20170701003320|20170717161427|7000002039|강남Home센터|1003002224|10|
7233468546|20170401013308|20170717161433|1000189014|마포Home고객센터|1003001192|20|
7127885938|20170701012306|20170717161438|7000002058|분당판교Home센터|1003002243|10|
7258728412|20170701005946|20170717161443|7000002022|경북동부Home센터|1003002207|20|
7278967677|20170717161451|99991231235959|7000002051|동대문Home센터|1003002236|10|
7278864763|20170717161452|99991231235959|7000002060|동수원Home센터|1003002245|10|
7256060132|20170717161453|99991231235959|7000002051|동대문Home센터|1003002236|10|
7278760019|20170717161453|99991231235959|7000002014|경남서부Home센터|1003002199|10|
7278760020|20170717161506|99991231235959|7000002014|경남서부Home센터|1003002199|10|
7278881306|20170717161509|99991231235959|7000002066|인천서구Home센터|1003002251|10|
7278674062|20170717161510|99991231235959|7000002021|대구서부Home센터|1003002206|10|
